rxcui,drug_name,tty,production,new_final,audit_verdict,audit_recommended
1291956,acetaminophen 33.4 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,SCD,N02BE01|R01BA02,N02BE01|R01BA02|R06AA02,,
1294602,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,SCD,N02BE01,N02BE01|R06AA02,,
1359256,ivermectin 0.272 MG / pyrantel 227 MG Chewable Tablet [PetTrust Plus],SBD,P02CC01,P02CC01|P02CF01,,
1432118,bacitracin 0.5 UNT/ML Topical Cream [Bacitraycin Plus],SBD,D06AX05|J01XX10|R02AB04,D06AX05,,
1436947,hydrocortisone acetate 19 MG/ML / iodoquinol 10 MG/ML Topical Cream,SCD,G01AC01,D07AA02|G01AC01,IMPROVED,D07AA02|G01AC01
1442405,salicylic acid 0.05 MG/MG Topical Gel [Keralyt 5],SBD,D01AE12|N02BA04,D01AE12,,
1544645,benzalkonium chloride 0.0013 MG/MG Topical Gel [Omnicide],SBD,D08AJ01|D08AJ08|R02AA16,D08AJ01,,
1244514,chlorpheniramine maleate 8 MG / methscopolamine nitrate 2.5 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Tablet,SCD,R01BA02|R06AB04,A03BB03|R01BA02|R06AB04,,
1244634,betamethasone valerate 1.2 MG/ML Topical Foam,SCD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
1293634,benzyl alcohol 0.1 ML/ML / pramoxine hydrochloride 0.01 MG/MG Topical Gel [Itch-X],SBD,P03AX06,D04AB07,,
1293865,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,SCD,D08AE05,S02CA03,,
1298073,cyclopentolate hydrochloride 10 MG/ML / phenylephrine hydrochloride 100 MG/ML Ophthalmic Solution,SCD,S01FA04,S01FA04|S01FB01|S01GA05,,
1595023,lidocaine 10 MG/ML Topical Solution [Derma Ice],SBD,D04AB01|N01BB02|R02AD02,D04AB01,,
1549099,{1 (59 ML) (benzoyl peroxide 30 MG/ML Topical Lotion [Acnefree BP]) / 1 (118 ML) (salicylic acid 15 MG/ML Medicated Liquid Soap [Acnefree SA]) } Pack [Acnefree Sensitive Kit],BPCK,D10AE01,D01AE12|D10AE01,,
1489405,capsaicin 0.00025 MG/MG Topical Gel [Equi-Block Original],SBD,N01BX04,M02AB01,,
702167,aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension [Aldroxicon],SBD,A02AB01,A02AD01,,
644789,folic acid / vitamin B12 / vitamin B6 Oral Tablet [Folbee],SBDF,B03BA01|B03BB01,A11JA,,
707329,sodium chloride 6.5 MG/ML Nasal Solution,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,,
645508,benzocaine 0.25 MG/MG Oral Gel,SCD,C05AD03|D04AB04|R02AD01,R02AD01,,
727759,2 ML fentanyl 0.05 MG/ML Cartridge,SCD,N01AH01|N02AB03,N01AH01,,
800957,alanine 7.7 MG/ML / arginine 6 MG/ML / cysteine 0.2 MG/ML / glycine 9 MG/ML / histidine 2.4 MG/ML / isoleucine 9 MG/ML / leucine 11 MG/ML / lysine 6.1 MG/ML / methionine 1 MG/ML / phenylalanine 1 MG/ML / phosphoric acid 1.15 MG/ML / proline 8 MG/ML / serine 5 MG/ML / threonine 4.5 MG/ML / tryptophan 0.66 MG/ML / valine 8.4 MG/ML Injectable Solution [Hepatasol],SBD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,,
995043,chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension [Zodryl DAC],SBD,R01BA02|R05DA04|R06AB04,R05DA04,,
796480,salicylic acid 30 MG/ML Medicated Shampoo [Thera-Sal],SBD,D01AE12|N02BA04,D01AE12,,
800666,"glucose 50 MG/ML / potassium chloride 0.0149 MEQ/ML / potassium lactate 0.02 MEQ/ML / sodium chloride 0.025 MEQ/ML / sodium phosphate, monobasic 2.07 MG/ML Injectable Solution [Ionosol-T]",SBD,B05XA15,B05BB01,,
891077,calcium chloride 0.000996 MEQ/ML / glucose 1.4 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 3.5],SBD,A12CA01|A12CC01|B05BA03|B05BB01|B05CB01|B05XA03|B05XA07|G01AD01|S01XA03|V06DC01,B05DB,,
992792,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Vagistat]) / 3 (miconazole nitrate 200 MG Vaginal Insert [Vagistat]) } Pack [Vagistat 3 Day Combination Pack],BPCK,A01AB09|D01AC02|G01AF04,G01AF04,,
308290,acetaminophen 163 MG / aspirin 228 MG / caffeine 32.5 MG Oral Tablet,SCD,N02BE01|N06BC01,N02BA01|N02BE01|N06BC01,,
310129,epinephrine 0.25 MG/ACTUAT Metered Dose Inhaler,SCD,C01CA24|S01EA01,R03AA01,,
312196,phenylephrine hydrochloride 5 MG / phenylpropanolamine hydrochloride 40 MG / pseudoephedrine hydrochloride 40 MG Oral Capsule,SCD,R01BA01|R01BA02,R01BA01|R01BA02|R01BA03,,
746340,112 ACTUAT cromolyn sodium 0.8 MG/ACTUAT Metered Dose Inhaler,SCD,A07EB01|S01GX01,R03BC01,,
310626,guaifenesin 200 MG / phenylephrine hydrochloride 40 MG Extended Release Oral Capsule,SCD,R05CA03,R01BA03|R05CA03,,
310858,hydrocortisone 5 MG/ML Topical Spray,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
311536,meprobamate 200 MG / pentaerythritol tetranitrate 20 MG Oral Tablet,SCD,N05BC01,A06AD14|C01DA05|N05BC01,,
1087365,"hyoscyamine sulfate 0.12 MG / methenamine 118 MG / methylene blue 10 MG / phenyl salicylate 36 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule",SCD,A03BA03|G04BX12|J01XX05,G04BX12,,
1088126,tetrahydrozoline hydrochloride 0.5 MG/ML Ophthalmic Solution [Visine],SBD,R01AA06|R01AB03|S01GA02,S01GA02,,
1090522,iodine povacrylex 7 MG/ML / isopropyl alcohol 0.74 ML/ML Topical Solution [DuraPrep],SBD,D08AX05,D08AG,,
198841,coal tar 0.08 MG/MG / salicylic acid 0.02 MG/MG Topical Gel,SCD,D01AE12|N02BA04,D01AE12|D05AA,,
314124,neomycin 40 MG/ML / polymyxin B 200000 UNT/ML Irrigation Solution,SCD,A07AA01|D06AX04|S01AA03,B05CA09,,
807371,alanine 21.7 MG/ML / arginine 14.7 MG/ML / aspartate 4.34 MG/ML / glutamate 7.49 MG/ML / glycine 10.4 MG/ML / histidine 8.94 MG/ML / isoleucine 7.49 MG/ML / leucine 10.4 MG/ML / lysine 11.8 MG/ML / methionine 7.49 MG/ML / phenylalanine 10.4 MG/ML / proline 8.94 MG/ML / serine 5.92 MG/ML / sodium metabisulfite 0.3 MG/ML / threonine 7.49 MG/ML / tryptophan 2.5 MG/ML / tyrosine 0.39 MG/ML / valine 9.6 MG/ML Injectable Solution [Novamine 15%],SBD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,,
800933,alanine 7.7 MG/ML / arginine 6 MG/ML / cysteine 0.2 MG/ML / glycine 9 MG/ML / histidine 2.4 MG/ML / isoleucine 9 MG/ML / leucine 11 MG/ML / lysine 6.1 MG/ML / methionine 1 MG/ML / phenylalanine 1 MG/ML / phosphoric acid 1.15 MG/ML / proline 8 MG/ML / serine 5 MG/ML / threonine 4.5 MG/ML / tryptophan 0.66 MG/ML / valine 8.4 MG/ML Injectable Solution [Hepatamine 8],SBD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,,
992910,guaiacolsulfonic acid 8.8 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride 1 MG/ML Oral Solution,SCD,R01AA04|R06AD02|S01FB01|S01XA20,R01BA03|R06AD02,,
311930,neomycin 5 MG/ML Topical Cream,SCD,A07AA01|D06AX04|S01AA03,D06AX04,IMPROVED,D06AX04
358922,capsaicin 0.75 MG/ML Topical Solution,SCD,N01BX04,M02AB01,,
617954,calamine 80 MG/ML / zinc oxide 80 MG/ML Topical Lotion,SCD,C05AX04,D04AX,,
637129,menthol 0.004 MG/MG / zinc oxide 0.205 MG/MG Paste,SCD,C05AX04,D02AB,,
636109,castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG / trypsin 0.00012 MG/MG Topical Gel [Optase],SBD,A06AB05,D03BA01,,
688067,salicylic acid 0.03 MG/MG Topical Gel [Keralyt],SBD,D01AE12|N02BA04,D01AE12,,
700669,dexbrompheniramine tannate 0.8 MG/ML / pyrilamine maleate 0.7 MG/ML Extended Release Suspension,SCD,R06AB06,R06AB06|R06AC01,,
708020,Salicylic Acid 30 MG/ML Topical Solution [Dermarest Psoriasis],SBD,D01AE12|N02BA04,D01AE12,,
749671,ofloxacin 30 MG/ML Otic Solution,SCD,J01MA01,S02AA16,,
308900,calcium carbonate 311 MG / magnesium carbonate 232 MG Oral Tablet,SCD,A02AA01|A12AA04,A02AD01,,
309577,chlorpheniramine maleate 4 MG / phenylpropanolamine hydrochloride 50 MG / pseudoephedrine hydrochloride 10 MG / pyrilamine maleate 25 MG Oral Tablet,SCD,R01BA01|R01BA02|R06AB04,R01BA01|R01BA02|R06AB04|R06AC01,,
206282,hydrocortisone 25 MG/ML Topical Cream [Hytone],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
998437,miconazole nitrate 0.02 MG/MG Topical Gel,SCD,A01AB09|D01AC02|G01AF04,D01AC02,,
348622,ascorbic acid 250 MG / ferrous fumarate 200 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule,SCD,A11GA01|B03BA01|B03BB01,B03AE01,,
358917,benzoyl peroxide 0.05 MG/MG / clindamycin 0.01 MG/MG Topical Gel,SCD,D10AE01,D10AF51,,
310478,gentamicin 2.4 MG/ML Injectable Solution,SCD,D06AX07|S03AA06,J01GB03,,
95267,glucose 500 MG/ML Oral Solution,SCD,B05BA03|V06DC01,B05CX01|V04CA02|V06DC01,,
1992300,24 HR timolol 5 MG/ML Ophthalmic Solution [Istalol],SBD,C07AA06,S01ED01,,
359938,guaifenesin 22 MG/ML / phenylephrine hydrochloride 1 MG/ML / potassium citrate 16 MG/ML Oral Solution,SCD,A12BA02|R05CA03,A12BA02|R01BA03|R05CA03,,
745309,2 ML penicillin G benzathine 600000 UNT/ML Prefilled Syringe [Permapen],SBD,J01CE08,J01CE01|J01CE08,,
1089775,guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,SCD,R01BA02|R05CA03,R05CA03,,
827346,hydrocortisone 20 MG/ML Topical Lotion [Nucort],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
645671,tretinoin 1 MG/ML Topical Cream [Tretin X],SBD,D10AD01|L01XX14,D10AD01,,
745300,penicillin G potassium 100000 UNT/ML Injectable Solution,SCD,J01CE08|J01CE09,J01CE01|J01CE08|J01CE09,,
790302,chloramphenicol 5 MG/ML Otic Solution [Chloromycetin],SBD,J01BA01|S01AA01|S02AA01,S02AA01,,
762008,{21 (ethinyl estradiol 0.05 MG / norgestrel 0.5 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Ovral 28 Day],BPCK,G03CA01,G03AA06,,
860914,capsaicin 0.375 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion,SCD,N01BX04,M02AC,,
312124,ethinyl estradiol 0.05 MG / norethindrone 1 MG Oral Tablet,SCD,G03CA01|G03DC02,G03AA05,,
1087798,salicylic acid 20 MG/ML Topical Lotion [Dermoneen],SBD,D01AE12|N02BA04,D01AE12,,
1991329,NDA201739 0.1 ML epinephrine 1 MG/ML Auto-Injector [Auvi-Q],SBD,C01CA24|S01EA01,C01CA24,,
991633,200 ACTUAT metaproterenol sulfate 0.65 MG/ACTUAT Metered Dose Inhaler [Alupent],SBD,R03CB03,R03AB03|R03CB03,,
311877,mupirocin 20 MG/ML Topical Cream,SCD,D06AX09|R01AX06,D06AX09,,
998236,glycerin 2 MG/ML Ophthalmic Solution [Oasis Tears],SBD,A06AX01,S01XA20,,
828293,calcium carbonate 600 MG / cholecalciferol 400 UNT / folic acid 1.6 MG / hydroxocobalamin 0.425 MG Oral Tablet,SCD,A11CC05|B03BB01,A11AA,,
1089057,codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet [Ambifed-G CD],SBD,R01BA02|R05CA03|R05DA04,R05FA02,,
2048002,histamine dihydrochloride 1 MG/ML / menthol 20 MG/ML Topical Spray,SCD,V04CG03,L03AX14,,
995026,caffeine 5 MG/ML / codeine phosphate 2 MG/ML / pheniramine maleate 2.6 MG/ML / phenylephrine hydrochloride 0.8 MG/ML / sodium salicylate 16.6 MG/ML Oral Solution [Tussirex],SBD,N06BC01|R05DA04,N02BA04|N06BC01|R01BA03|R05DA04|R06AB05,IMPROVED,N02BA04|N06BC01|R01BA03|R05DA04|R06AB05
313793,aluminum hydroxide 131 MG/ML / magnesium hydroxide 120 MG/ML Oral Suspension,SCD,A02AB01,A02AD01,,
810096,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 84 (ethinyl estradiol 0.02 MG / levonorgestrel 0.1 MG Oral Tablet) } Pack,GPCK,G03CA01,G03AB03,,
830166,2 ML tetracaine hydrochloride 10 MG/ML Injection [Pontocaine],SBD,C05AD02|D04AB06|N01BA03|S01HA03,N01BA03,,
313599,ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / vitamin A 0.45 MG/ML Oral Solution,SCD,A11CA01|A11GA01,A11JA,,
856840,amitriptyline hydrochloride 50 MG / perphenazine 4 MG Oral Tablet,SCD,N05AB03|N06AA09,N06CA01,,
856987,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet,SCD,N02BE01|R05DA03,N02AJ22,,
208591,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [Maxitrol],SBD,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,S01CA01,,
2109253,{1 (60 ML) (salicylic acid 5 MG/ML Medicated Liquid Soap) / 1 (30 ML) (salicylic acid 5 MG/ML Topical Cream) } Pack,GPCK,D01AE12|N02BA04,D01AE12,,
211319,benzocaine 200 MG/ML Topical Spray [Solarcaine Plus Aloe],SBD,C05AD03|D04AB04|R02AD01,N01BA05,,
211637,aluminum hydroxide 200 MG / magnesium hydroxide 200 MG / simethicone 25 MG Chewable Tablet [Mintox Plus],SBD,A02AB01,A02AD01,,
212318,salicylic acid 30 MG/ML Medicated Shampoo [DHS Salicylic Acid 3%],SBD,D01AE12|N02BA04,D01AE12,,
1094393,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Siladryl],SBD,D04AA32|R06AA02,R06AA02,,
1100471,{30 (ascorbic acid 120 MG / calcium citrate 125 MG / cholecalciferol 400 UNT / folic acid 1 MG / iron carbonyl 20 MG / pyridoxine hydrochloride 25 MG Oral Tablet) / 10 (pyridoxine hydrochloride 25 MG Oral Tablet) } Pack [CitraNatal B-Calm Kit],BPCK,A11CC05|A11GA01|A11HA02|A12AA13|B03BB01,A11HA02,,
1116454,benzalkonium chloride 2 MG/ML / benzocaine 2 MG/ML Medicated Pad,SCD,C05AD03|D04AB04|D08AJ01|D08AJ08|R02AA16|R02AD01,D04AB04|D08AJ01,,
1117106,bacitracin zinc 0.5 MG/MG / polymyxin B sulfate 10 UNT/MG Topical Powder,SCD,A07AA05|D06AX05|J01XB02|J01XX10|R02AB04|S01AA18|S02AA11|S03AA03,D06AX05,,
1095364,benzocaine 200 MG/ML Medicated Pad [Hurricaine],SBD,C05AD03|D04AB04|R02AD01,N01BA05,,
1190113,0.75 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 30 MG/ML Prefilled Syringe [Viscoat],SBD,M01AX25,S01KA51,,
1190444,diphenhydramine hydrochloride 50 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet [Tekral],SBD,R01BA02,R01BA02|R06AA02,,
1234482,ascorbic acid 35 MG/ML / cholecalciferol 400 UNT/ML / niacin 8 MG/ML / riboflavin 0.6 MG/ML / sodium fluoride 0.55 MG/ML / thiamine 0.5 MG/ML / vitamin A 1500 UNT/ML / vitamin B12 0.002 MG/ML / vitamin B6 0.4 MG/ML / vitamin E 5 UNT/ML Oral Solution,SCD,A11CA01|A11CC05|A11DA01|A11GA01|A11HA03|A11HA04|B03BA01,A11AA,,
417994,zinc oxide 120 MG/ML Topical Cream,SCD,C05AX04,D02AB,,
545875,acetaminophen 250 MG / aspirin 500 MG / caffeine 32.5 MG / salicylamide 150 MG Oral Tablet [Levacet],SBD,N02BA05|N02BE01|N06BC01,N02BA01|N02BA05|N02BE01|N06BC01,,
603086,tobramycin 40 MG/ML Injectable Solution [Nebcin],SBD,J01GB01|S01AA12,J01GB01,,
1000636,dimethicone 12.5 MG/ML Topical Lotion,SCD,P03AX05,D02AA,,
1009241,sodium bicarbonate 0.595 MEQ/ML Injectable Solution,SCD,B05CB04|B05XA02,B05XA02,,
1010844,5 ML lidocaine hydrochloride 40 MG/ML Injection,SCD,D04AB01|N01BB02|R02AD02,C01BB01,,
1012238,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Lotion,SCD,A01AC03|A07EA02|D04AB01|D07AA02|D07AB02|D07AB11|H02AB09|N01BB02|R02AD02|S01BA02,D07XA01,,
102250,hydrocortisone 1.67 MG/ML Enema [Cortenema],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A07EA02,,
1046534,dexpanthenol 2 MG/ML / levomenthol 3 MG/ML / salicylic acid 2.5 MG/ML Topical Solution,SCD,D01AE12|N02BA04,D01AE12|D03AX03,,
1046815,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet,SCD,A03BA03|N03AA02,A03CB,,
239009,benzocaine 200 MG/ML Otic Solution,SCD,C05AD03|D04AB04|R02AD01,S02DA03,,
245224,phenylephrine 0.0025 MG/MG / zinc oxide 0.11 MG/MG Rectal Suppository,SCD,C05AX04|R01AA04|S01FB01|S01XA20,C05AX06,,
248280,benzocaine 200 MG/ML Oral Cream,SCD,C05AD03|D04AB04|R02AD01,N01BA05,,
307710,acetic acid 20 MG/ML / desonide 0.5 MG/ML Otic Solution,SCD,G01AD02|S02AA10,D07AB08|S02AA10,,
1045335,benzocaine 200 MG/ML Mucous Membrane Topical Solution [Orajel],SBD,C05AD03|D04AB04|R02AD01,N01BA05,,
238154,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,SCD,N02BE01|N06BC01,N02BE71,BOTH_WRONG,N02BE71
307686,acetaminophen 500 MG / caffeine 65 MG Oral Tablet,SCD,N02BE01|N02BE51|N06BC01,N02BE01|N02BE51,,
1663812,ethanol 0.31 ML/ML Medicated Pad,SCD,D08AX08|V03AB16|V03AZ01,D08AX08,,
1043063,hydrocortisone 10 MG/ML Topical Lotion [Aquanil HC],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
1722107,benzocaine 140 MG/ML / butamben 20 MG/ML / tetracaine 20 MG/ML Mucosal Spray [Cetacaine],SBD,C05AD03|D04AB04|R02AD01,N01BA53,BOTH_WRONG,N01BA53
1723750,50 ML necitumumab 16 MG/ML Injection [Portrazza],SBD,L01XC22,L01FE03,,
1726416,carboxymethylcellulose sodium 0.01 MG/MG / glycerin 0.009 MG/MG Ophthalmic Gel,SCD,A06AX01,S01XA20,,
1727521,{24 (ethinyl estradiol 0.025 MG / norethindrone 0.8 MG Chewable Tablet) / 4 (ferrous fumarate 75 MG Chewable Tablet) } Pack [Kaitlib Fe 28 Day],BPCK,B03AA02|G03CA01|G03DC02,G03AA05,,
1053423,Salicylic Acid 20 MG/ML Topical Lotion [Proactiv Cleansing],SBD,D01AE12|N02BA04,D01AE12,,
106248,hydrocortisone 1 MG/ML Topical Cream,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,,
311422,magnesium chloride 200 MG/ML Injectable Solution,SCD,A12CC01,B05XA11,,
999434,chlorpheniramine maleate 2 MG / methscopolamine nitrate 1.25 MG / phenylephrine hydrochloride 10 MG Chewable Tablet,SCD,R06AB04,A03BB03|R01BA03|R06AB04,,
346966,brompheniramine maleate 0.8 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,SCD,R01BA02|R01BA52|R06AB01,R01BA02|R06AB01,,
800444,alanine 10.4 MG/ML / arginine 5.75 MG/ML / glucose 200 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution [Clinimix 5/20],SBD,B05CX03|B05XB03|N06AX02|V03AB26,B05BA01,,
804973,clindamycin 10 MG/ML Topical Lotion [Cleocin-T],SBD,D10AF01|J01FF01,D10AF01,,
313633,ascorbic acid 300 MG / ferrous fumarate 60 MG / folic acid 1 MG Oral Capsule,SCD,A11GA01|B03BB01,B03AE01,,
857368,econazole nitrate 10 MG/ML Topical Cream [Spectazole],SBD,D01AC03|G01AF05,D01AC03,,
857716,brompheniramine maleate 1.2 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 2 MG/ML Extended Release Suspension,SCD,R05DA03|R06AB01,R01BA03|R05DA03|R06AB01,,
208312,5 ML sodium bicarbonate 40 MG/ML Injection [Neut brand of sodium bicarbonate],SBD,B05CB04|B05XA02,B05XA02,,
209304,citric acid 66.8 MG/ML / potassium citrate 220 MG/ML Oral Solution [Cytra-K],SBD,A09AB04|A12BA02,G04BC,IMPROVED,G04BC
238135,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,SCD,N06BC01,N02BA51,,
1095225,{21 (ethinyl estradiol 0.035 MG / norethindrone 0.4 MG Chewable Tablet) / 7 (ferrous fumarate 75 MG Chewable Tablet) } Pack [Zeosa 28 Day],BPCK,B03AA02|G03CA01|G03DC02,G03AA05,,
1098170,ethanol 0.61 ML/ML Topical Solution,SCD,D08AX08|V03AB16|V03AZ01,D08AX08,,
1101741,12 HR chlorpheniramine maleate 8 MG / methscopolamine nitrate 2.5 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,SCD,R06AB04,A03BB03|R01BA03|R06AB04,,
1192741,dimethicone 15 MG/ML Medicated Liquid Soap,SCD,P03AX05,D02AA,,
312004,250 ML nitroglycerin 0.2 MG/ML Injection,SCD,C01DA02|C05AE01,C01DA02,,
1088930,ubidecarenone 20 MG/ML / vitamin E 0.2 UNT/ML Oral Solution [Liq-10],SBD,A11HA03|C01EB09,C01EX,,
997951,folic acid 0.8 MG / vitamin B12 0.115 MG / vitamin B6 10 MG Oral Tablet [Foltabs],SBD,B03BA01|B03BB01,A11JA,,
312891,salicylic acid 0.05 MG/MG Topical Gel,SCD,D01AE12|N02BA04,D01AE12,,
313456,triamcinolone 0.0025 MG/MG Topical Ointment,SCD,A01AC01|H02AB08|R01AD11,D07AB09,,
857410,12 HR clemastine fumarate 1.34 MG / phenylpropanolamine hydrochloride 75 MG Extended Release Oral Tablet [Dayhist-D],SBD,R01BA01,R01BA01|R06AA04,,
2107062,salicylic acid 0.0055 MG/MG Topical Gel,SCD,D01AE12|N02BA04,D01AE12,,
2117659,Emollient tretinoin 0.5 MG/ML Topical Cream,SCD,D10AD01|L01XX14,D10AD01,,
213543,betamethasone 0.5 MG/ML Topical Cream [Maxivate],SBD,D07AC01|H02AB01|S01BA06|S03BA03,D07AC01,,
859225,chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,,
1006725,sulfacetamide sodium 150 MG/ML Ophthalmic Solution [Sulf-15],SBD,D10AB02,S01AB04,,
244541,salicylic acid 23.5 MG/ML / sulfur 40 MG/ML Topical Lotion,SCD,D10AB02,D01AE12|D10AB02,,
248244,guaifenesin 600 MG / phenylephrine hydrochloride 40 MG Extended Release Oral Tablet,SCD,R05CA03,R01BA03|R05CA03,,
260394,prednisolone 50 MG/ML Injectable Suspension [Key-Pred],SBD,A07EA01|H02AB06|S01BA04|S03BA02,A01AC04|A07EA01|H02AB06|S03BA02,,
1667692,gentamicin 100 MG/ML Injectable Solution [Garasol],SBD,D06AX07|S03AA06,J01GB03,,
1730425,salicylic acid 0.02 MG/MG Topical Gel [Stridex],SBD,D01AE12|N02BA04,D01AE12,,
577927,"mineral oil 45 MG/ML / mineral oil, light 10 MG/ML Ophthalmic Solution",SCD,A06AA01,S01XA20,,
860117,hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Rhinacon DH],SBD,R05DA03,R01BA03|R05DA03,,
1000666,pilocarpine hydrochloride 100 MG/ML Ophthalmic Solution [Isoptocarpine],SBD,N07AX01|S01EB01,S01EB01,,
1049648,chlorhexidine gluconate 10 MG/ML / ethanol 0.7 ML/ML Topical Solution,SCD,A01AB03|D08AC02|R02AA05,D08AC02|D08AX08,,
243783,niacin 100 MG/ML Injectable Solution,SCD,C10AD02,C04AC01|C10AD02,,
244323,benzocaine 0.2 MG/MG Oral Ointment,SCD,C05AD03|D04AB04|R02AD01,R02AD01,,
544351,phenylephrine tannate 2.5 MG/ML / pyrilamine tannate 6 MG/ML Oral Suspension [Viravan S],SBD,R01AA04|S01FB01|S01XA20,R01BA03|R06AC01,,
1000000,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD,C03AA03|C08CA01,C09DX03,,
1001679,calcium carbonate 400 MG / cholecalciferol 133 UNT / magnesium oxide 167 MG Oral Tablet,SCD,A11CC05,A11JB,,
1042829,chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG / pyrilamine maleate 25 MG Oral Tablet,SCD,R06AB04,R01BA03|R06AB04|R06AC01,,
1053444,benzocaine 0.2 MG/MG Oral Gel [Benzo-Jel],SBD,R02AD01,N01BA05,,
1089060,codeine phosphate 10 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet [Ambifed CD],SBD,R01BA02|R05CA03|R05DA04,R05FA02,,
205073,chromous chloride 0.002 MG/ML / copper sulfate 0.2 MG/ML / manganese chloride 0.16 MG/ML / zinc chloride 0.8 MG/ML Injectable Solution,SCD,B05XA12|V03AB20,B05XA31,,
998428,miconazole nitrate 0.02 MG/MG Powder Spray,SCD,A01AB09|D01AC02|G01AF04,D01AC02,,
317055,aluminum hydroxide 200 MG / magnesium hydroxide 200 MG / simethicone 20 MG Chewable Tablet,SCD,A02AB01,A02AD01,,
994005,esomeprazole 20 MG / naproxen 375 MG Delayed Release Oral Tablet,SCD,A02BC05,M01AE52,,
