rxcui,drug_name,tty,production,prev_final,new_final,fix_source,confidence,changed_this_pass
309447,acetaminophen 150 MG / caffeine 30 MG / codeine 15 MG / salicylamide 230 MG Oral Tablet,SCD,N02BA05|N02BE01|N06BC01|R05DA04,N02BA05|N02BE01|N06BC01|R05DA04,N02BA05|N02BE01|N06BC01|R05DA04,unchanged,n/a,no
310672,haloperidol 5 MG Oral Tablet,SCD,N05AD01,N05AD01,N05AD01,unchanged,n/a,no
311451,mannitol 50 MG/ML Irrigation Solution,SCD,A06AD16,B05BC01|B05CX04,B05BC01|B05CX04,llm-KEEP_CURRENT,MED,no
311550,mesalamine 400 MG Delayed Release Oral Tablet,SCD,A07EC02,A07EC02,A07EC02,unchanged,n/a,no
311558,mestranol 0.1 MG / norethindrone 2 MG Oral Tablet,SCD,G03DC02,G03AC01|G03DC02,G03AC01|G03DC02,llm-KEEP_CURRENT,MED,no
312828,risperidone 0.25 MG Oral Tablet,SCD,N05AX08,N05AX08,N05AX08,unchanged,n/a,no
1090972,ascorbic acid 10.8 MG/ML / cholecalciferol 72 UNT/ML / dl-alpha tocopheryl acetate 2.7 UNT/ML / niacinamide 2.44 MG/ML / pyridoxine 0.189 MG/ML / riboflavin 0.216 MG/ML / thiamine hydrochloride 0.168 MG/ML / vitamin A 450 UNT/ML / vitamin B12 0.00081 MG/ML Oral Solution [Multi-Delyn],SBD,A11CA01|A11CC05|A11DA01|A11GA01|A11HA01|A11HA02|A11HA03|A11HA04|B03BA01,A11JA,A11JA,llm-KEEP_CURRENT,HIGH,no
198556,capsaicin 0.25 MG/ML Topical Lotion,SCD,N01BX04,M02AB01,M02AB01,atcprod-confirmed,HIGH,no
1988768,brigatinib 90 MG Oral Tablet [Alunbrig],SBD,L01XE43,L01ED04,L01ED04,atcprod-confirmed,HIGH,no
199209,biotin 2.5 MG Oral Tablet,SCD,A11HA05,A11HA05,A11HA05,unchanged,n/a,no
199889,topiramate 100 MG Oral Tablet,SCD,N03AX11,N03AX11,N03AX11,unchanged,n/a,no
205745,2 ML ethanolamine oleate 50 MG/ML Injection [Ethamolin],SBD,C05BB01,C05BB01,C05BB01,unchanged,n/a,no
206223,erythromycin 20 MG/ML Topical Solution [Eryderm],SBD,J01FA01,D10AF02,D10AF02,llm-KEEP_CURRENT,MED,no
206328,hydrocortisone 10 MG/ML Topical Solution [Penecort],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,C05AA01|D07AA02|D07AB02|D07AB11|D07AC16|D07XA01,D07AA02,llm-OTHER,MED,YES
206637,hypromellose 25 MG/ML Ophthalmic Solution [Gonak],SBD,S01KA02,S01KA02,S01KA02,unchanged,n/a,no
206754,prednisone 1 MG Oral Tablet [Meticorten],SBD,H02AB07,A07EA03|H02AB07,A07EA03|H02AB07,llm-KEEP_CURRENT,MED,no
997287,codeine sulfate 30 MG Oral Tablet,SCD,R05DA04,R05DA04,R05DA04,unchanged,n/a,no
999783,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule [Hematogen],SBD,A11GA01|B03BA01|B03BB01,B03AE,B03AE,llm-KEEP_CURRENT,HIGH,no
999805,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule [Ferrogels],SBD,A11GA01|B03BA01|B03BB01,A11GA01|B03AA02|B03BA01|B03BB01,A11GA01|B03AA02|B03BA01|B03BB01,llm-KEEP_CURRENT,MED,no
312887,salicylic acid 260 MG/ML Topical Solution,SCD,D01AE12,D11AF,D11AF|D01AE12,llm-OTHER,MED,YES
313072,sodium polystyrene sulfonate 250 MG/ML Oral Suspension,SCD,V03AE01,V03AE01,V03AE01,unchanged,n/a,no
313195,tamoxifen 20 MG Oral Tablet,SCD,L02BA01,L02BA01,L02BA01,unchanged,n/a,no
313836,aminophylline 2 MG/ML Injectable Solution,SCD,R03DA05,R03DA05,R03DA05,unchanged,n/a,no
349629,dyphylline 200 MG / guaifenesin 300 MG Oral Tablet,SCD,R03DA01|R05CA03,R03DA01|R05CA03,R03DA01|R05CA03,unchanged,n/a,no
359634,hypromellose 2 MG/ML Ophthalmic Solution,SCD,S01KA02,S01KA02,S01KA02,unchanged,n/a,no
375503,diosmin Oral Tablet,SCDF,C05CA03,C05CA03,C05CA03,unchanged,n/a,no
806718,sodium chloride 2 MEQ/ML Irrigation Solution,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,B05CB01|B05XA03,B05CB01|B05XA03,llm-KEEP_CURRENT,MED,no
978583,carteolol hydrochloride 5 MG Oral Tablet [Cartrol],SBD,S01ED05,C07AA15,C07AA15,llm-KEEP_CURRENT,HIGH,no
310054,eflornithine 200 MG/ML Injectable Solution,SCD,D11AX16|P01CX03,L01XX79|P01CX03,L01XX79|P01CX03,llm-KEEP_CURRENT,MED,no
860886,fenofibric acid 35 MG Oral Tablet,SCD,C10AB05,C10AB05,C10AB05,unchanged,n/a,no
206975,aspirin 800 MG Extended Release Oral Tablet [Zorprin],SBD,B01AC06|N02BA01|N02BA51,A01AD05|B01AC06|N02BA01,N02BA01,llm-OTHER,MED,YES
308640,benzocaine 0.1 MG/MG / boric acid 0.05 MG/MG Topical Ointment,SCD,S02AA03,D04AB,D04AB04,atcprod-promote-L4toL5,HIGH,YES
617322,amoxicillin 50 MG/ML / clavulanate 12.5 MG/ML Oral Suspension,SCD,J01CA04,J01CR02,J01CR02|J01CA04,llm-OTHER,MED,YES
630679,alglucosidase alfa 50 MG Injection [Myozyme],SBD,A16AB07,A16AB07,A16AB07,unchanged,n/a,no
639537,candesartan cilexetil 32 MG Oral Tablet,SCD,C09CA06,C09CA06,C09CA06,unchanged,n/a,no
667136,famotidine 20 MG Disintegrating Oral Tablet [Fluxid],SBD,A02BA03,A02BA03,A02BA03,unchanged,n/a,no
643177,dasatinib 70 MG Oral Tablet [Sprycel],SBD,L01EA02,L01EA02,L01EA02,unchanged,n/a,no
643712,lenalidomide 15 MG Oral Capsule,SCD,L04AX04,L04AX04,L04AX04,unchanged,n/a,no
636631,decitabine 50 MG Injection,SCD,L01BC08,L01BC08,L01BC08,unchanged,n/a,no
647121,5 ML levetiracetam 100 MG/ML Injection,SCD,N03AX14,N03AX14,N03AX14,unchanged,n/a,no
702316,aspirin 500 MG / caffeine 32.5 MG Oral Tablet,SCD,N06BC01,N02BA51,N02BA51,llm-KEEP_CURRENT,HIGH,no
745679,200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,SCD,R03AC02,R03AC02,R03AC02,unchanged,n/a,no
861670,dihydroergotamine mesylate 0.5 MG/ACTUAT Metered Dose Nasal Spray [Migranal],SBD,N02CA01,N02CA01,N02CA01,unchanged,n/a,no
966210,levothyroxine sodium 0.2 MG Oral Tablet [Levothroid],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
966217,levothyroxine sodium 0.3 MG Oral Tablet [Levoxyl],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
309672,desipramine 50 MG Oral Capsule,SCD,N06AA01,N06AA01,N06AA01,unchanged,n/a,no
749159,{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) } Pack,GPCK,G03CA01,G03CA01|L02AA03,G03AA07,llm-OTHER,LOW,YES
797979,benzoyl peroxide 90 MG/ML Medicated Pad [Triaz],SBD,D10AE01,D10AE01,D10AE01,unchanged,n/a,no
761909,24 HR niacin 500 MG / simvastatin 20 MG Extended Release Oral Tablet,SCD,C10AD52,C10AD52,C10AD52,unchanged,n/a,no
791838,24 HR lovastatin 20 MG / niacin 500 MG Extended Release Oral Tablet [Advicor],SBD,C10BA01,C10BA01,C10BA01,unchanged,n/a,no
864753,methadone hydrochloride 0.5 MG/ML Oral Solution,SCD,N07BC02,N07BC02,N07BC02,unchanged,n/a,no
891710,dimethicone 13 MG/ML Topical Lotion,SCD,P03AX05,D02AA,D02AA,llm-KEEP_CURRENT,MED,no
894970,24 HR morphine sulfate 75 MG Extended Release Oral Capsule,SCD,N02AA01,N02AA01,N02AA01,unchanged,n/a,no
897680,verapamil hydrochloride 240 MG Extended Release Oral Tablet [Calan],SBD,C08DA01,C08DA01,C08DA01,unchanged,n/a,no
900984,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)],BPCK,N03AX09,N03AX09,N03AX09,unchanged,n/a,no
903875,24 HR fluvoxamine maleate 100 MG Extended Release Oral Capsule [Luvox],SBD,N06AB08,N06AB08,N06AB08,unchanged,n/a,no
904431,alendronic acid 70 MG Oral Tablet,SCD,M05BA04,M05BA04,M05BA04,unchanged,n/a,no
905495,chlordiazepoxide hydrochloride 25 MG Oral Capsule,SCD,N05BA02,N05BA02,N05BA02,unchanged,n/a,no
966397,levothyroxine sodium 0.112 MG Oral Tablet [Levo-T],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
992494,benzoyl peroxide 100 MG/ML Medicated Liquid Soap [Desquam],SBD,D10AE01,D10AE01,D10AE01,unchanged,n/a,no
892263,levothyroxine sodium 0.5 MG Oral Tablet,SCD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
308388,ascorbic acid 25 MG Oral Tablet,SCD,A11GA01,A11GA01,A11GA01,unchanged,n/a,no
308989,carbidopa 50 MG / levodopa 200 MG Extended Release Oral Tablet,SCD,N04BA02,N04BA02,N04BA02,unchanged,n/a,no
309280,chromic sulfate 0.004 MG/ML / zinc sulfate 1 MG/ML Injectable Solution,SCD,A12CB01,A12CB01|B05XA18,A12CB01|B05XA18,llm-KEEP_CURRENT,MED,no
310194,estramustine 140 MG Oral Capsule,SCD,L01XX11,L01XX11,L01XX11,unchanged,n/a,no
310870,hydrocortisone 10 MG/ML / iodoquinol 10 MG/ML Topical Cream,SCD,G01AC01,D07BA,D07BA,llm-KEEP_CURRENT,MED,no
311198,isosorbide mononitrate 60 MG Extended Release Oral Tablet,SCD,C01DA14,C01DA14,C01DA14,unchanged,n/a,no
312020,nitroglycerin 9 MG Extended Release Oral Capsule,SCD,C01DA02|C05AE01,C01DA02,C01DA02,atcprod-confirmed,HIGH,no
312457,pipobroman 25 MG Oral Tablet,SCD,L01AX02,L01AX02,L01AX02,unchanged,n/a,no
198853,simethicone 125 MG Oral Tablet,SCD,A03AX13,A03AX13,A03AX13,unchanged,n/a,no
1992274,Emollient clobetasol propionate 0.5 MG/ML Topical Foam [Olux],SBD,D07AD01,D07AD01,D07AD01,unchanged,n/a,no
2058488,milbemycin oxime 11.5 MG / praziquantel 114 MG Chewable Tablet [Interceptor Plus],SBD,P02BA01,P02BA01,P02BA01,unchanged,n/a,no
206752,ethotoin 500 MG Oral Tablet [Peganone],SBD,N03AB01,N03AB01,N03AB01,unchanged,n/a,no
999523,oxygen 99 % Gas for Inhalation [EZ-Ox],SBD,V03AN01,V03AN01,V03AN01,unchanged,n/a,no
313862,bile salts 150 MG / pancreatin 300 MG / pepsin A 250 MG Oral Tablet,SCD,A09AA03,A09AA03,A09AA03,unchanged,n/a,no
314072,latanoprost 0.05 MG/ML Ophthalmic Solution,SCD,S01EE01,S01EE01,S01EE01,unchanged,n/a,no
314157,oseltamivir 12 MG/ML Oral Suspension,SCD,J05AH02,J05AH02,J05AH02,unchanged,n/a,no
313979,fludrocortisone acetate 0.1 MG Oral Tablet,SCD,H02AA02,H02AA02,H02AA02,unchanged,n/a,no
861724,sodium fluoride 1.1 MG Chewable Tablet [Fluoritab],SBD,A01AA01,A01AA01,A01AA01,unchanged,n/a,no
897685,verapamil hydrochloride 80 MG Oral Tablet [Calan],SBD,C08DA01,C08DA01,C08DA01,unchanged,n/a,no
897753,1 ML hydromorphone hydrochloride 4 MG/ML Injection,SCD,N02AA03,N02AA03,N02AA03,unchanged,n/a,no
898356,amlodipine 5 MG / benazepril hydrochloride 20 MG Oral Capsule,SCD,C09BB13,C09BB13,C09BB13,unchanged,n/a,no
900866,"{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titration Kit (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone, and Not Taking Valproate)]",BPCK,N03AX09,N03AX09,N03AX09,unchanged,n/a,no
905395,hydralazine hydrochloride 50 MG Oral Tablet,SCD,C02DB02,C02DB02,C02DB02,unchanged,n/a,no
966171,levothyroxine sodium 0.075 MG Oral Tablet [Synthroid],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
897689,24 HR hydromorphone hydrochloride 16 MG Extended Release Oral Capsule [Palladone],SBD,N02AA03,N02AA03,N02AA03,unchanged,n/a,no
993091,sodium chlorite 43 MG/ML Topical Solution [Sentry AQ Mardel Maroxy],SBD,D03AX11,D03AX11,D03AX11,unchanged,n/a,no
2047769,24 HR metoprolol succinate 200 MG Extended Release Oral Capsule [Kapspargo],SBD,C07AB02,C07AB02,C07AB02,unchanged,n/a,no
892277,levothyroxine sodium 0.8 MG Oral Tablet [SOLOXINE],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
311714,heavy mineral oil 1000 MG/ML Oral Solution,SCD,A06AA01,A06AA01,A06AA01,unchanged,n/a,no
198272,thioridazine 150 MG Oral Tablet,SCD,N05AC02,N05AC02,N05AC02,unchanged,n/a,no
1998453,Sensor aripiprazole 10 MG Oral Tablet [Abilify],SBD,N05AX12,N05AX12,N05AX12,unchanged,n/a,no
199998,ivermectin 6 MG Oral Tablet,SCD,D11AX22|P02CF01,P02CF01,P02CF01,atcprod-confirmed,HIGH,no
201219,famciclovir 250 MG Oral Tablet [Famvir],SBD,J05AB09,J05AB09,J05AB09,unchanged,n/a,no
206159,clonazepam 1 MG Oral Tablet [Klonopin],SBD,N03AE01,N03AE01,N03AE01,unchanged,n/a,no
207338,papaverine 150 MG Extended Release Oral Capsule [Pavagen],SBD,G04BE02,A03AD01|G04BE02,A03AD01|G04BE02,llm-KEEP_CURRENT,MED,no
995993,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC],SBD,R01BA02|R05CA03|R05DA04,R01BA02|R05CA03|R05DA04,R01BA02|R05CA03|R05DA04,unchanged,n/a,no
317173,captopril 25 MG Oral Tablet,SCD,C09AA01,C09AA01,C09AA01,unchanged,n/a,no
346494,somatropin 5 MG Injection,SCD,H01AC01,H01AC01,H01AC01,unchanged,n/a,no
809325,amylase 48000 UNT / lipase 16000 UNT / protease 48000 UNT Delayed Release Oral Capsule [Protilase],SBD,A09AA01,A09AA01,A09AA01,unchanged,n/a,no
826653,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / zinc citrate 15 MG Oral Tablet [Dialyvite 800 with Zinc],SBD,A11DA01|A11GA01|A11HA01|A11HA02|A11HA04|A11HA05|B03BA05|B03BB01,A11EX,A11EX,llm-KEEP_CURRENT,HIGH,no
829373,magnesium chloride 535 MG Delayed Release Oral Tablet,SCD,A12CC01,A12CC01,A12CC01,unchanged,n/a,no
831393,miconazole nitrate 0.0025 MG/MG / petrolatum 0.814 MG/MG / zinc oxide 0.15 MG/MG Topical Ointment [Vusion],SBD,A01AB09|C05AX04|D01AC02|G01AF04,D01AC02,D01AC02,atcprod-confirmed,HIGH,no
831831,alanine 3.48 MG/ML / arginine 3.56 MG/ML / aspartate 2.45 MG/ML / glucose 250 MG/ML / glutamate 2.58 MG/ML / glycine 1.75 MG/ML / histidine 1.05 MG/ML / isoleucine 2.31 MG/ML / leucine 3.5 MG/ML / lysine 3.68 MG/ML / methionine 0.6 MG/ML / phenylalanine 1.04 MG/ML / proline 2.52 MG/ML / serine 1.86 MG/ML / threonine 1.4 MG/ML / tryptophan 0.7 MG/ML / tyrosine 0.94 MG/ML / valine 1.75 MG/ML Injectable Solution [Aminosyn II 3.5 % in 25 % Dextrose],SBD,B05CX03|B05XB03|N06AX02|V03AB26,A09AB01|B05CX01|B05CX03|B05XB01|B05XB03|N06AX02|V03AB26|V04CA02|V06DC01,A09AB01|B05CX01|B05CX03|B05XB01|B05XB03|N06AX02|V03AB26|V04CA02|V06DC01,llm-KEEP_CURRENT,MED,no
833234,mesalamine 800 MG Delayed Release Oral Tablet,SCD,A07EC02,A07EC02,A07EC02,unchanged,n/a,no
2056490,levothyroxine sodium 0.125 MG/ML Oral Solution [Tirosint],SBD,H03AA01,H03AA01,H03AA01,unchanged,n/a,no
313406,ticlopidine hydrochloride 250 MG Oral Tablet,SCD,B01AC05,B01AC05,B01AC05,unchanged,n/a,no
317564,hydrocortisone 10 MG/ML Topical Spray,SCD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07AA02,D07AA02,atcprod-confirmed,HIGH,no
359439,12 HR dextromethorphan hydrobromide 60 MG / guaifenesin 1000 MG Extended Release Oral Tablet,SCD,R05FB02,R05FB02,R05FB02,unchanged,n/a,no
834150,chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap [Betasept],SBD,A01AB03|D08AC02|R02AA05,D08AC02,D08AC02,atcprod-confirmed,HIGH,no
836395,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,SCD,N02AX02|N02BE01,N02AJ13,N02AJ13,atcprod-confirmed,HIGH,no
847330,{56 (ribavirin 400 MG Oral Tablet [RibaTab]) } Pack [Ribatab Compliance Pack],BPCK,J05AP01,J05AP01,J05AP01,unchanged,n/a,no
847621,calcium chloride 0.33 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 8.6 MG/ML Irrigation Solution,SCD,A12CA01|B05BB01|B05CB01|B05XA03|B05XA07|S01XA03,V07AB,V07AB,llm-KEEP_CURRENT,HIGH,no
849322,propoxyphene hydrochloride 32 MG Oral Capsule,SCD,N02AC04,N02AC04,N02AC04,unchanged,n/a,no
849515,desmopressin acetate 0.1 MG Oral Tablet,SCD,H01BA02,H01BA02,H01BA02,unchanged,n/a,no
856734,propranolol hydrochloride 80 MG Extended Release Oral Tablet,SCD,C07AA05,C07AA05,C07AA05,unchanged,n/a,no
857635,1 ML terbutaline sulfate 1 MG/ML Injection,SCD,R03CC03,R03CC03,R03CC03,unchanged,n/a,no
208588,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension [AK-Trol],SBD,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,S01AA03|S01AA18|S01BA01|S01CB01|S03AA01|S03AA03|S03BA01,S01AA03|S01AA18|S01BA01|S01CB01|S03AA01|S03AA03|S03BA01,llm-KEEP_CURRENT,MED,no
209072,vitamin B12 1 MG/ML Injectable Solution [Cyomin],SBD,B03BA01,B03BA01,B03BA01,unchanged,n/a,no
2099508,{21 (ethinyl estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral Tablet) } Pack [Hailey Fe 1.5/30 28 Day],BPCK,G03AA05,G03AA05,G03AA05,unchanged,n/a,no
2105776,amoxicillin 100 MG / clavulanate 25 MG Oral Tablet,SCD,J01CA04,J01CA04,J01CA04,unchanged,n/a,no
211190,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fioricet],SBD,N02BE01|N06BC01,N02BE01|N06BC01,N02BE01|N06BC01,unchanged,n/a,no
2100015,glycerin 144 MG/ML / lidocaine 50 MG/ML / petrolatum 150 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Topical Cream,SCD,A06AX01|D04AB01|N01BB02|R01AA04|R02AD02|S01FB01|S01XA20,D04AB01,D04AB01|N01BB02,llm-OTHER,MED,YES
211544,goserelin 10.8 MG Drug Implant [Zoladex],SBD,L02AE03,L02AE03,L02AE03,unchanged,n/a,no
211880,aspirin 325 MG Oral Tablet [Genprin],SBD,B01AC06|N02BA01|N02BA51,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01,llm-OTHER,MED,YES
2120175,lidocaine 50 MG/ML Topical Cream [Lipocaine],SBD,D04AB01|N01BB02|R02AD02,D04AB01,D04AB01,atcprod-confirmed,HIGH,no
212229,activated charcoal 125 MG/ML Oral Suspension [Liqui-Char],SBD,A07BA01,A07BA01,A07BA01,unchanged,n/a,no
212426,urea 200 MG/ML Topical Cream [Gormel],SBD,D02AE01,D02AE01,D02AE01,unchanged,n/a,no
212434,urea 100 MG/ML Topical Lotion [Ureacin-10],SBD,D02AE01,D02AE01,D02AE01,unchanged,n/a,no
212958,cyclosporine 100 MG/ML Oral Solution [Sangcya],SBD,L04AD01,L04AD01,L04AD01,unchanged,n/a,no
213663,betamethasone 4 MG/ML Injectable Solution [Adbeon],SBD,D07AC01|H02AB01|S01BA06|S03BA03,A07EA04|C05AA05|H02AB01|R03BA04|S03BA03,A07EA04|C05AA05|H02AB01|R03BA04|S03BA03,llm-KEEP_CURRENT,MED,no
214038,antipyrine 54 MG/ML / benzocaine 14 MG/ML Otic Solution [A/B Otic],SBD,C05AD03|D04AB04|R02AD01,S02DA03,S02DA03,llm-KEEP_CURRENT,MED,no
2176488,chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 0.333 MG/ML / pseudoephedrine hydrochloride 0.333 MG/ML Oral Solution,SCD,R01BA02|R05DA09|R06AB04,R01BA02|R05DA09|R06AB04,R01BA02|R05DA09|R06AB04,unchanged,n/a,no
2183671,chlorpheniramine tannate 0.8 MG/ML / hydrocodone tannate 1 MG/ML Extended Release Suspension [HyTan],SBD,R05DA03|R06AB04,R05DA03|R06AB04,R05DA03|R06AB04,unchanged,n/a,no
1092378,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet [Tylenol PM],SBD,N02BE01|N02BE51,N02BE01|N02BE51,N02BE01|N02BE51,unchanged,n/a,no
1094891,lidocaine hydrochloride 10 MG/ML / menthol 25 MG/ML / methyl salicylate 45 MG/ML Topical Cream,SCD,D04AB01|N01BB02|R02AD02,C05AD01|D04AB01,C05AD01|D04AB01|N01BB02,llm-OTHER,MED,YES
1099084,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML Oral Solution [Aquatab DM],SBD,R05FB02,R05FB02,R05FB02,unchanged,n/a,no
1099646,{7 (vilazodone hydrochloride 10 MG Oral Tablet [Viibryd]) / 7 (vilazodone hydrochloride 20 MG Oral Tablet [Viibryd]) } Pack [Viibryd 14],BPCK,N06AX24,N06AX24,N06AX24,unchanged,n/a,no
1111697,carbinoxamine maleate 8 MG / methscopolamine nitrate 2.5 MG / pseudoephedrine hydrochloride 90 MG Extended Release Oral Tablet,SCD,R01BA02|R06AA08,A03BB03|R01BA02|R06AA08,A03BB03|R01BA02|R06AA08,llm-KEEP_CURRENT,MED,no
1112255,carbinoxamine maleate 1 MG/ML / pseudoephedrine hydrochloride 3.5 MG/ML Oral Solution [Rondec Drops],SBD,R01BA02|R06AA08,R01BA02|R06AA08,R01BA02|R06AA08,unchanged,n/a,no
1114105,Benzalkonium Chloride 1.3 MG/ML Topical Foam [Neosporin Wound Cleanser],SBD,D08AJ01|D08AJ08|R02AA16,D08AJ01|D08AJ08,D08AJ01|D08AJ08,llm-KEEP_CURRENT,MED,no
1116185,brompheniramine maleate 0.2 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Bromaline Reformulated Jun 2008],SBD,R01BA02|R06AB01,R01BA02|R06AB01,R01BA02|R06AB01,unchanged,n/a,no
1116976,capsaicin 0.375 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Dendracin Neurodendraxcin],SBD,N01BX04,M02AC,M02AC|N01BX04,llm-OTHER,MED,YES
1146022,sodium chloride 20 MG/ML Nasal Spray,SCD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,R01AX,llm-KEEP_CURRENT,MED,no
1146998,guaifenesin 400 MG Oral Tablet [Diabetic Tussin EX],SBD,R05CA03,R05CA03,R05CA03,unchanged,n/a,no
1148595,antipyrine 55 MG/ML / benzocaine 14 MG/ML Otic Solution,SCD,C05AD03|D04AB04|R02AD01,S02DA03,S02DA03,llm-KEEP_CURRENT,MED,no
1148523,mometasone furoate 0.37 MG Drug Implant [Propel],SBD,R01AD09,R01AD09,R01AD09,unchanged,n/a,no
1147533,sodium chloride 6.9 MG/ML Nasal Spray [Mycinaire],SBD,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,R01AX,R01AX,llm-KEEP_CURRENT,MED,no
1189827,simvastatin 40 MG / sitagliptin 100 MG Oral Tablet [Juvisync],SBD,A10BH51,A10BH51,A10BH51,unchanged,n/a,no
1190641,atropine sulfate 0.025 MG / diphenoxylate hydrochloride 2.5 MG Oral Tablet [Lomotil],SBD,A07DA01,A07DA01,A07DA01,unchanged,n/a,no
1190744,atropine sulfate 0.0388 MG/ML / phenobarbital 3.2 MG/ML Oral Solution [Antrocol],SBD,N03AA02,A03BA01|N03AA02,A03BA01|N03AA02,llm-KEEP_CURRENT,MED,no
1232977,chloramphenicol 1000 MG Oral Tablet [Viceton],SBD,J01BA01|S01AA01|S02AA01,J01BA01,J01BA01,llm-KEEP_CURRENT,HIGH,no
1234338,hydrocortisone acetate 0.025 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment [Pramosone],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07XA01,D07XA01,atcprod-confirmed,HIGH,no
1234514,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion [Pramosone],SBD,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,D07XA01,D07XA01,atcprod-confirmed,HIGH,no
404668,isotretinoin 30 MG Oral Capsule [Sotret],SBD,D10BA01,D10BA01,D10BA01,unchanged,n/a,no
425539,theophylline 10 MG/ML Oral Solution,SCD,R03DA04,R03DA04,R03DA04,unchanged,n/a,no
545144,acetic acid 20 MG/ML Otic Solution [Borofair],SBD,G01AD02|S02AA10,S02AA10,S02AA10,llm-KEEP_CURRENT,MED,no
577215,dimethicone 60 MG/ML Topical Cream,SCD,P03AX05,D02AA,D02AA,llm-KEEP_CURRENT,MED,no
582819,benzocaine 50 MG/ML / menthol 10 MG/ML Topical Solution,SCD,C05AD03|D04AB04|R02AD01,D04AB04,D04AB04,atcprod-confirmed,HIGH,no
58930,Zyrtec,BN,R06AE,R06AE07,R06AE07,atcprod-confirmed,HIGH,no
606728,esomeprazole 20 MG Delayed Release Oral Capsule [Nexium],SBD,A02BC05,A02BC05,A02BC05,unchanged,n/a,no
615979,sorafenib 200 MG Oral Tablet [Nexavar],SBD,L01XE05,L01EX02,L01EX02,atcprod-confirmed,HIGH,no
616129,ribavirin 200 MG Oral Tablet [Ribasphere],SBD,J05AP01,J05AP01,J05AP01,unchanged,n/a,no
857752,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Enditussin-HD],SBD,R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,R01BA03|R05DA03|R06AB04,llm-KEEP_CURRENT,MED,no
